Customer Id,Cost
fffe3400310033003300,238.1996999999999
fffe3600350035003400,191.64229999999995
fffe3700360030003500,179.62159999999986
fffe350038003600,179.62939999999995
fffe3500390032003500,240.5454999999999
fffe3900360034003300,278.45919999999995
fffe3200380034003700,271.26560000000006
fffe3900370035003200,343.8063999999998
fffe3100380039003200,602.9148999999999
fffe3300330036003800,117.6117000000001
fffe3600370030003400,225.4738
fffe3500380034003200,233.71250000000006
fffe370035003600,132.18550000000016
fffe3100340039003800,291.43119999999993
fffe340030003700,281.4638
fffe330038003700,251.00620000000006
fffe3500300032003000,282.18870000000004
fffe390038003700,253.22490000000005
fffe3600390033003600,159.0097999999999
fffe3300380036003100,280.02490000000006
fffe3200330032003100,119.09179999999998
fffe3900300037003900,392.7315999999999
fffe3100350030003700,165.36739999999998
fffe3700360035003100,253.55910000000003
fffe350034003100,246.7408000000001
fffe3400380039003700,262.89469999999994
fffe3900320031003800,302.88170000000014
fffe3300360034003600,579.0975000000001
fffe3500370037003500,183.91670000000002
fffe34003500,263.0824
fffe3800370030003500,225.9468999999999
fffe3300340035003800,199.10590000000005
fffe3700380033003100,168.64990000000006
fffe3200370034003600,160.85099999999997
fffe3200370033003500,308.3104000000001
fffe3100380039003700,252.90079999999983
fffe3100310035003300,331.11420000000015
fffe3100320031003700,213.54509999999988
fffe3700390034003600,279.45089999999993
fffe3200380033003000,177.7238
fffe3500320034003800,398.85999999999984
fffe3900390034003300,287.5056000000001
fffe3900350033003200,344.00719999999984
fffe3300350033003900,272.95959999999997
fffe3600330030003800,433.59760000000017
fffe3600310032003000,179.54979999999986
fffe3700340036003800,265.74650000000014
fffe3800320037003500,226.51050000000006
fffe3200330037003000,155.4106
fffe3100320035003500,151.7821
fffe3300370033003000,251.67679999999996
fffe3900360030003300,253.26340000000008
fffe3400340034003000,178.91519999999994
fffe3800300035003300,954.313
fffe3700340035003900,424.5732
fffe3600340034003900,183.0925
fffe310030003500,236.62269999999998
fffe3700310035003200,312.8616
fffe3100330033003900,184.0669999999999
fffe3800330030003700,181.32879999999997
fffe3900370033003100,171.45879999999994
fffe3500330036003400,273.62830000000014
fffe3700350036003200,686.5292000000003
fffe3500390037003700,183.23070000000004
fffe3200340034003300,554.0526999999998
fffe3300350032003200,247.54530000000003
fffe360034003500,144.84950000000006
fffe3900390030003600,310.3605999999999
fffe3400350034003000,253.05469999999994
fffe3600360036003300,236.51880000000017
fffe3800350030003100,512.8647000000001
fffe3400300030003000,256.16309999999993
fffe3200390037003600,373.65369999999996
fffe3600350039003500,246.61390000000006
fffe3300350038003600,159.27349999999984
fffe3600350037003900,202.80509999999992
fffe3200360035003900,209.54039999999986
fffe3300360039003100,275.1401
fffe3400370030003300,235.8591999999999
fffe3400300031003600,274.76239999999996
fffe3900340034003000,217.08840000000006
fffe3700350038003900,372.0162999999998
fffe3300330032003800,260.74569999999994
fffe370039003600,235.5583999999998
fffe3400340036003300,233.55639999999997
fffe3900360034003400,235.05610000000004
fffe3900380037003700,234.8323999999999
fffe3600360039003700,204.0016999999999
fffe3600340031003600,236.5095000000001
fffe3500370035003900,152.764
fffe3700330037003400,277.6596
fffe320037003400,281.10049999999995
fffe3500310034003800,444.46899999999994
fffe3700390039003200,438.9326999999999
fffe3900390038003600,229.71700000000004
fffe3700380033003500,206.45150000000004
fffe3700320036003800,360.5879999999998
fffe3300360034003100,575.8339000000001
fffe3700330038003400,334.5070000000001
fffe3800380033003400,171.76820000000006
fffe3200390030003300,347.06569999999994
fffe3900380035003200,286.7592
fffe3600340031003100,162.7932999999999
fffe3200300036003200,168.60519999999997
fffe370039003400,169.99489999999992
fffe3500390030003300,318.6599000000001
fffe3700350030003700,280.8390999999999
fffe3100370035003500,291.5487
fffe3900390038003100,241.20890000000003
fffe3300320031003900,280.7388
fffe3500300030003500,150.63249999999994
fffe3800380031003200,182.84170000000003
fffe3400390034003200,286.6503000000001
fffe3200370037003200,283.3635999999999
fffe370039003800,260.5941
fffe3900360035003200,257.4059000000001
fffe3600370039003800,194.44960000000003
fffe310037003900,243.64429999999982
fffe3700360039003200,241.58089999999993
fffe3700350035003200,210.75489999999994
fffe3300350035003000,158.15339999999998
fffe3400340034003900,253.80349999999987
fffe3700340038003600,179.08669999999995
fffe3200320033003500,210.19559999999998
fffe3600310035003800,183.38539999999995
fffe36003300,201.01639999999995
fffe3500310038003000,118.56769999999997
fffe3600360036003500,241.31220000000016
fffe3400300039003500,157.64489999999986
fffe3300370034003400,551.1373000000003
fffe380037003400,214.37219999999988
fffe3500380036003000,281.5892000000001
fffe3800360031003700,168.67809999999994
fffe370031003300,451.13009999999997
fffe3500350032003700,338.0230999999999
fffe3400370035003100,146.83369999999996
fffe3800310033003400,185.16709999999992
